date,monitoring_location,daily_total
2018-01-28,Memorial Drive at Prince's Island,20
2018-01-28,North Glenmore,6
2018-01-28,Nose Creek,2
2018-01-28,Parkdale,24
2018-01-28,Peace Bridge,12
2018-01-28,River Walk,40
2018-01-28,South Glenmore,18
2018-01-28,Wetlands,0
2018-01-29,10 Street North of 5 Ave NW,166
2018-01-29,12 Ave West of 2 St SW,280
2018-01-29,12 Ave West of 3 St SE,140
2018-01-29,12 Ave West of 8 St SW,252
2018-01-29,5 Street North of 10 Ave SW,0
2018-01-29,5 Street North of 15 Ave SW,234
2018-01-29,5 Street North of 5 Ave SW,464
2018-01-29,7 Street South of 3 Ave SW,296
2018-01-29,8 Ave West of 3 Street SW,502
2018-01-29,8 Ave West of 8 St SW,0
2018-01-29,9 Ave West of 4 Street SE,84
2018-01-29,Bow River Pathway,506
2018-01-29,Edmonton Tr North of Memorial Dr,56
2018-01-29,Inglewood Bird Sanctuary,88
2018-01-29,Lindsay Park,68
2018-01-29,Memorial Drive at 19 St NW,790
2018-01-29,Memorial Drive at Prince's Island,148
2018-01-29,North Glenmore,34
2018-01-29,Nose Creek,92
2018-01-29,Parkdale,604
2018-01-29,Peace Bridge,240
2018-01-29,River Walk,452
2018-01-29,South Glenmore,62
2018-01-29,Wetlands,0
2018-01-30,10 Street North of 5 Ave NW,192
2018-01-30,12 Ave West of 2 St SW,330
2018-01-30,12 Ave West of 3 St SE,166
2018-01-30,12 Ave West of 8 St SW,326
2018-01-30,5 Street North of 10 Ave SW,0
2018-01-30,5 Street North of 15 Ave SW,328
2018-01-30,5 Street North of 5 Ave SW,532
2018-01-30,7 Street South of 3 Ave SW,308
2018-01-30,8 Ave West of 3 Street SW,630
2018-01-30,8 Ave West of 8 St SW,0
2018-01-30,9 Ave West of 4 Street SE,114
2018-01-30,Bow River Pathway,584
2018-01-30,Edmonton Tr North of Memorial Dr,70
2018-01-30,Inglewood Bird Sanctuary,68
2018-01-30,Lindsay Park,82
2018-01-30,Memorial Drive at 19 St NW,832
2018-01-30,Memorial Drive at Prince's Island,172
2018-01-30,North Glenmore,30
2018-01-30,Nose Creek,108
2018-01-30,Parkdale,600
2018-01-30,Peace Bridge,248
2018-01-30,River Walk,434
2018-01-30,South Glenmore,88
2018-01-30,Wetlands,0
2018-01-31,10 Street North of 5 Ave NW,152
2018-01-31,12 Ave West of 2 St SW,178
2018-01-31,12 Ave West of 3 St SE,110
2018-01-31,12 Ave West of 8 St SW,186
2018-01-31,5 Street North of 10 Ave SW,0
2018-01-31,5 Street North of 15 Ave SW,190
2018-01-31,5 Street North of 5 Ave SW,388
2018-01-31,7 Street South of 3 Ave SW,242
2018-01-31,8 Ave West of 3 Street SW,522
2018-01-31,8 Ave West of 8 St SW,0
2018-01-31,9 Ave West of 4 Street SE,66
2018-01-31,Bow River Pathway,470
2018-01-31,Edmonton Tr North of Memorial Dr,50
2018-01-31,Inglewood Bird Sanctuary,32
2018-01-31,Lindsay Park,40
2018-01-31,Memorial Drive at 19 St NW,590
2018-01-31,Memorial Drive at Prince's Island,80
2018-01-31,North Glenmore,8
2018-01-31,Nose Creek,54
2018-01-31,Parkdale,416
2018-01-31,Peace Bridge,138
2018-01-31,River Walk,324
2018-01-31,South Glenmore,36
2018-01-31,Wetlands,0
2018-02-01,10 Street North of 5 Ave NW,134
2018-02-01,12 Ave West of 2 St SW,202
2018-02-01,12 Ave West of 3 St SE,88
2018-02-01,12 Ave West of 8 St SW,218
2018-02-01,5 Street North of 10 Ave SW,0
2018-02-01,5 Street North of 15 Ave SW,172
2018-02-01,5 Street North of 5 Ave SW,310
2018-02-01,7 Street South of 3 Ave SW,180
2018-02-01,8 Ave West of 3 Street SW,502
2018-02-01,8 Ave West of 8 St SW,0
2018-02-01,9 Ave West of 4 Street SE,62
2018-02-01,Bow River Pathway,368
2018-02-01,Edmonton Tr North of Memorial Dr,54
2018-02-01,Inglewood Bird Sanctuary,28
2018-02-01,Lindsay Park,42
2018-02-01,Memorial Drive at 19 St NW,518
2018-02-01,Memorial Drive at Prince's Island,84
2018-02-01,North Glenmore,2
2018-02-01,Nose Creek,78
2018-02-01,Parkdale,338
2018-02-01,Peace Bridge,140
2018-02-01,River Walk,264
2018-02-01,South Glenmore,38
2018-02-01,Wetlands,0
2018-02-02,10 Street North of 5 Ave NW,72
2018-02-02,12 Ave West of 2 St SW,110
2018-02-02,12 Ave West of 3 St SE,58
2018-02-02,12 Ave West of 8 St SW,152
2018-02-02,5 Street North of 10 Ave SW,0
2018-02-02,5 Street North of 15 Ave SW,176
2018-02-02,5 Street North of 5 Ave SW,306
2018-02-02,7 Street South of 3 Ave SW,178
2018-02-02,8 Ave West of 3 Street SW,490
2018-02-02,8 Ave West of 8 St SW,0
2018-02-02,9 Ave West of 4 Street SE,46
2018-02-02,Bow River Pathway,268
2018-02-02,Edmonton Tr North of Memorial Dr,34
2018-02-02,Inglewood Bird Sanctuary,12
2018-02-02,Lindsay Park,30
2018-02-02,Memorial Drive at 19 St NW,348
2018-02-02,Memorial Drive at Prince's Island,42
2018-02-02,North Glenmore,2
2018-02-02,Nose Creek,32
2018-02-02,Parkdale,226
2018-02-02,Peace Bridge,112
2018-02-02,River Walk,156
2018-02-02,South Glenmore,28
2018-02-02,Wetlands,0
2018-02-03,10 Street North of 5 Ave NW,196
2018-02-03,12 Ave West of 2 St SW,36
2018-02-03,12 Ave West of 3 St SE,34
2018-02-03,12 Ave West of 8 St SW,50
2018-02-03,5 Street North of 10 Ave SW,0
2018-02-03,5 Street North of 15 Ave SW,38
2018-02-03,5 Street North of 5 Ave SW,22
2018-02-03,7 Street South of 3 Ave SW,12
2018-02-03,8 Ave West of 3 Street SW,56
2018-02-03,8 Ave West of 8 St SW,0
2018-02-03,9 Ave West of 4 Street SE,14
2018-02-03,Bow River Pathway,22
2018-02-03,Edmonton Tr North of Memorial Dr,10
2018-02-03,Inglewood Bird Sanctuary,2
2018-02-03,Lindsay Park,6
2018-02-03,Memorial Drive at 19 St NW,12
2018-02-03,Memorial Drive at Prince's Island,12
2018-02-03,North Glenmore,0
2018-02-03,Nose Creek,0
2018-02-03,Parkdale,10
2018-02-03,Peace Bridge,6
2018-02-03,River Walk,14
2018-02-03,South Glenmore,6
2018-02-03,Wetlands,0
2018-02-04,10 Street North of 5 Ave NW,208
2018-02-04,12 Ave West of 2 St SW,58
2018-02-04,12 Ave West of 3 St SE,44
2018-02-04,12 Ave West of 8 St SW,42
2018-02-04,5 Street North of 10 Ave SW,0
2018-02-04,5 Street North of 15 Ave SW,36
2018-02-04,5 Street North of 5 Ave SW,50
2018-02-04,7 Street South of 3 Ave SW,16
2018-02-04,8 Ave West of 3 Street SW,58
2018-02-04,8 Ave West of 8 St SW,0
2018-02-04,9 Ave West of 4 Street SE,8
2018-02-04,Bow River Pathway,56
2018-02-04,Edmonton Tr North of Memorial Dr,12
2018-02-04,Inglewood Bird Sanctuary,2
2018-02-04,Lindsay Park,2
2018-02-04,Memorial Drive at 19 St NW,40
2018-02-04,Memorial Drive at Prince's Island,22
2018-02-04,North Glenmore,4
2018-02-04,Nose Creek,12
2018-02-04,Parkdale,20
2018-02-04,Peace Bridge,52
2018-02-04,River Walk,60
2018-02-04,South Glenmore,16
2018-02-04,Wetlands,0
2018-02-05,10 Street North of 5 Ave NW,258
2018-02-05,12 Ave West of 2 St SW,160
2018-02-05,12 Ave West of 3 St SE,76
2018-02-05,12 Ave West of 8 St SW,228
2018-02-05,5 Street North of 10 Ave SW,0
2018-02-05,5 Street North of 15 Ave SW,104
2018-02-05,5 Street North of 5 Ave SW,260
2018-02-05,7 Street South of 3 Ave SW,172
2018-02-05,8 Ave West of 3 Street SW,412
2018-02-05,8 Ave West of 8 St SW,0
2018-02-05,9 Ave West of 4 Street SE,30
2018-02-05,Bow River Pathway,240
2018-02-05,Edmonton Tr North of Memorial Dr,44
2018-02-05,Inglewood Bird Sanctuary,16
2018-02-05,Lindsay Park,26
2018-02-05,Memorial Drive at 19 St NW,460
2018-02-05,Memorial Drive at Prince's Island,82
2018-02-05,North Glenmore,6
2018-02-05,Nose Creek,46
2018-02-05,Parkdale,314
2018-02-05,Peace Bridge,122
2018-02-05,River Walk,166
2018-02-05,South Glenmore,34
2018-02-05,Wetlands,2
2018-02-06,10 Street North of 5 Ave NW,222
2018-02-06,12 Ave West of 2 St SW,160
2018-02-06,12 Ave West of 3 St SE,86
2018-02-06,12 Ave West of 8 St SW,208
2018-02-06,5 Street North of 10 Ave SW,0
2018-02-06,5 Street North of 15 Ave SW,134
2018-02-06,5 Street North of 5 Ave SW,352
2018-02-06,7 Street South of 3 Ave SW,220
2018-02-06,8 Ave West of 3 Street SW,530
2018-02-06,8 Ave West of 8 St SW,0
2018-02-06,9 Ave West of 4 Street SE,44
2018-02-06,Bow River Pathway,340
2018-02-06,Edmonton Tr North of Memorial Dr,44
2018-02-06,Inglewood Bird Sanctuary,34
2018-02-06,Lindsay Park,40
2018-02-06,Memorial Drive at 19 St NW,574
2018-02-06,Memorial Drive at Prince's Island,78
2018-02-06,North Glenmore,2
2018-02-06,Nose Creek,82
2018-02-06,Parkdale,390
2018-02-06,Peace Bridge,160
2018-02-06,River Walk,242
2018-02-06,South Glenmore,30
2018-02-06,Wetlands,0
2018-02-07,10 Street North of 5 Ave NW,246
2018-02-07,12 Ave West of 2 St SW,170
2018-02-07,12 Ave West of 3 St SE,98
2018-02-07,12 Ave West of 8 St SW,210
2018-02-07,5 Street North of 10 Ave SW,0
2018-02-07,5 Street North of 15 Ave SW,154
2018-02-07,5 Street North of 5 Ave SW,370
2018-02-07,7 Street South of 3 Ave SW,240
2018-02-07,8 Ave West of 3 Street SW,466
2018-02-07,8 Ave West of 8 St SW,0
2018-02-07,9 Ave West of 4 Street SE,52
2018-02-07,Bow River Pathway,384
2018-02-07,Edmonton Tr North of Memorial Dr,66
2018-02-07,Inglewood Bird Sanctuary,28
2018-02-07,Lindsay Park,60
2018-02-07,Memorial Drive at 19 St NW,626
2018-02-07,Memorial Drive at Prince's Island,114
2018-02-07,North Glenmore,4
2018-02-07,Nose Creek,84
2018-02-07,Parkdale,396
2018-02-07,Peace Bridge,162
2018-02-07,River Walk,306
2018-02-07,South Glenmore,54
2018-02-07,Wetlands,0
2018-02-08,10 Street North of 5 Ave NW,178
2018-02-08,12 Ave West of 2 St SW,76
2018-02-08,12 Ave West of 3 St SE,30
2018-02-08,12 Ave West of 8 St SW,88
2018-02-08,5 Street North of 10 Ave SW,0
2018-02-08,5 Street North of 15 Ave SW,60
2018-02-08,5 Street North of 5 Ave SW,180
2018-02-08,7 Street South of 3 Ave SW,102
2018-02-08,8 Ave West of 3 Street SW,184
2018-02-08,8 Ave West of 8 St SW,0
2018-02-08,9 Ave West of 4 Street SE,6
2018-02-08,Bow River Pathway,116
2018-02-08,Edmonton Tr North of Memorial Dr,10
2018-02-08,Inglewood Bird Sanctuary,2
2018-02-08,Lindsay Park,4
2018-02-08,Memorial Drive at 19 St NW,254
2018-02-08,Memorial Drive at Prince's Island,32
2018-02-08,North Glenmore,2
2018-02-08,Nose Creek,18
2018-02-08,Parkdale,194
2018-02-08,Peace Bridge,88
2018-02-08,River Walk,76
2018-02-08,South Glenmore,6
2018-02-08,Wetlands,0
2018-02-09,10 Street North of 5 Ave NW,126
2018-02-09,12 Ave West of 2 St SW,126
2018-02-09,12 Ave West of 3 St SE,62
2018-02-09,12 Ave West of 8 St SW,132
2018-02-09,5 Street North of 10 Ave SW,0
2018-02-09,5 Street North of 15 Ave SW,96
2018-02-09,5 Street North of 5 Ave SW,182
2018-02-09,7 Street South of 3 Ave SW,124
2018-02-09,8 Ave West of 3 Street SW,340
2018-02-09,8 Ave West of 8 St SW,0
2018-02-09,9 Ave West of 4 Street SE,42
2018-02-09,Bow River Pathway,146
2018-02-09,Edmonton Tr North of Memorial Dr,20
2018-02-09,Inglewood Bird Sanctuary,4
2018-02-09,Lindsay Park,16
2018-02-09,Memorial Drive at 19 St NW,308
2018-02-09,Memorial Drive at Prince's Island,56
2018-02-09,North Glenmore,8
2018-02-09,Nose Creek,34
2018-02-09,Parkdale,210
2018-02-09,Peace Bridge,92
2018-02-09,River Walk,120
2018-02-09,South Glenmore,14
2018-02-09,Wetlands,0
2018-02-10,10 Street North of 5 Ave NW,40
2018-02-10,12 Ave West of 2 St SW,68
2018-02-10,12 Ave West of 3 St SE,36
2018-02-10,12 Ave West of 8 St SW,64
2018-02-10,5 Street North of 10 Ave SW,0
2018-02-10,5 Street North of 15 Ave SW,22
2018-02-10,5 Street North of 5 Ave SW,38
2018-02-10,7 Street South of 3 Ave SW,32
2018-02-10,8 Ave West of 3 Street SW,72
2018-02-10,8 Ave West of 8 St SW,0
2018-02-10,9 Ave West of 4 Street SE,10
2018-02-10,Bow River Pathway,52
2018-02-10,Edmonton Tr North of Memorial Dr,10
2018-02-10,Inglewood Bird Sanctuary,14
2018-02-10,Lindsay Park,20
2018-02-10,Memorial Drive at 19 St NW,130
2018-02-10,Memorial Drive at Prince's Island,64
2018-02-10,North Glenmore,26
2018-02-10,Nose Creek,44
2018-02-10,Parkdale,110
2018-02-10,Peace Bridge,68
2018-02-10,River Walk,50
2018-02-10,South Glenmore,48
2018-02-10,Wetlands,0
2018-02-11,10 Street North of 5 Ave NW,38
2018-02-11,12 Ave West of 2 St SW,40
2018-02-11,12 Ave West of 3 St SE,20
2018-02-11,12 Ave West of 8 St SW,46
2018-02-11,5 Street North of 10 Ave SW,0
2018-02-11,5 Street North of 15 Ave SW,48
2018-02-11,5 Street North of 5 Ave SW,74
2018-02-11,7 Street South of 3 Ave SW,48
2018-02-11,8 Ave West of 3 Street SW,92
2018-02-11,8 Ave West of 8 St SW,0
2018-02-11,9 Ave West of 4 Street SE,20
2018-02-11,Bow River Pathway,24
2018-02-11,Edmonton Tr North of Memorial Dr,10
2018-02-11,Inglewood Bird Sanctuary,0
2018-02-11,Lindsay Park,0
2018-02-11,Memorial Drive at 19 St NW,28
2018-02-11,Memorial Drive at Prince's Island,14
2018-02-11,North Glenmore,0
2018-02-11,Nose Creek,8
2018-02-11,Parkdale,28
2018-02-11,Peace Bridge,30
2018-02-11,River Walk,38
2018-02-11,South Glenmore,8
2018-02-11,Wetlands,0
2018-02-12,10 Street North of 5 Ave NW,74
2018-02-12,12 Ave West of 2 St SW,170
2018-02-12,12 Ave West of 3 St SE,64
2018-02-12,12 Ave West of 8 St SW,206
2018-02-12,5 Street North of 10 Ave SW,0
2018-02-12,5 Street North of 15 Ave SW,146
2018-02-12,5 Street North of 5 Ave SW,300
2018-02-12,7 Street South of 3 Ave SW,228
2018-02-12,8 Ave West of 3 Street SW,392
2018-02-12,8 Ave West of 8 St SW,0
2018-02-12,9 Ave West of 4 Street SE,26
2018-02-12,Bow River Pathway,268
2018-02-12,Edmonton Tr North of Memorial Dr,22
2018-02-12,Inglewood Bird Sanctuary,20
2018-02-12,Lindsay Park,28
2018-02-12,Memorial Drive at 19 St NW,454
2018-02-12,Memorial Drive at Prince's Island,72
2018-02-12,North Glenmore,18
2018-02-12,Nose Creek,64
2018-02-12,Parkdale,318
2018-02-12,Peace Bridge,116
2018-02-12,River Walk,220
2018-02-12,South Glenmore,36
2018-02-12,Wetlands,0
2018-02-13,10 Street North of 5 Ave NW,142
2018-02-13,12 Ave West of 2 St SW,282
2018-02-13,12 Ave West of 3 St SE,148
2018-02-13,12 Ave West of 8 St SW,282
2018-02-13,5 Street North of 10 Ave SW,0
2018-02-13,5 Street North of 15 Ave SW,210
2018-02-13,5 Street North of 5 Ave SW,386
2018-02-13,7 Street South of 3 Ave SW,258
2018-02-13,8 Ave West of 3 Street SW,432
2018-02-13,8 Ave West of 8 St SW,0
2018-02-13,9 Ave West of 4 Street SE,64
2018-02-13,Bow River Pathway,402
2018-02-13,Edmonton Tr North of Memorial Dr,62
2018-02-13,Inglewood Bird Sanctuary,60
2018-02-13,Lindsay Park,44
2018-02-13,Memorial Drive at 19 St NW,754
2018-02-13,Memorial Drive at Prince's Island,146
2018-02-13,North Glenmore,4
2018-02-13,Nose Creek,108
2018-02-13,Parkdale,578
2018-02-13,Peace Bridge,192
2018-02-13,River Walk,330
2018-02-13,South Glenmore,72
2018-02-13,Wetlands,0
2018-02-14,10 Street North of 5 Ave NW,140
2018-02-14,12 Ave West of 2 St SW,188
2018-02-14,12 Ave West of 3 St SE,96
2018-02-14,12 Ave West of 8 St SW,228
2018-02-14,5 Street North of 10 Ave SW,0
2018-02-14,5 Street North of 15 Ave SW,166
2018-02-14,5 Street North of 5 Ave SW,306
2018-02-14,7 Street South of 3 Ave SW,230
2018-02-14,8 Ave West of 3 Street SW,428
2018-02-14,8 Ave West of 8 St SW,0
2018-02-14,9 Ave West of 4 Street SE,46
2018-02-14,Bow River Pathway,328
2018-02-14,Edmonton Tr North of Memorial Dr,42
2018-02-14,Inglewood Bird Sanctuary,30
2018-02-14,Lindsay Park,30
2018-02-14,Memorial Drive at 19 St NW,542
2018-02-14,Memorial Drive at Prince's Island,104
2018-02-14,North Glenmore,0
2018-02-14,Nose Creek,76
2018-02-14,Parkdale,414
2018-02-14,Peace Bridge,182
2018-02-14,River Walk,248
2018-02-14,South Glenmore,44
2018-02-14,Wetlands,0
2018-02-15,10 Street North of 5 Ave NW,112
2018-02-15,12 Ave West of 2 St SW,176
2018-02-15,12 Ave West of 3 St SE,98
2018-02-15,12 Ave West of 8 St SW,192
2018-02-15,5 Street North of 10 Ave SW,0
2018-02-15,5 Street North of 15 Ave SW,142
2018-02-15,5 Street North of 5 Ave SW,302
2018-02-15,7 Street South of 3 Ave SW,186
2018-02-15,8 Ave West of 3 Street SW,486
2018-02-15,8 Ave West of 8 St SW,0
2018-02-15,9 Ave West of 4 Street SE,56
2018-02-15,Bow River Pathway,318
2018-02-15,Edmonton Tr North of Memorial Dr,38
2018-02-15,Inglewood Bird Sanctuary,22
2018-02-15,Lindsay Park,26
2018-02-15,Memorial Drive at 19 St NW,450
2018-02-15,Memorial Drive at Prince's Island,80
2018-02-15,North Glenmore,10
2018-02-15,Nose Creek,70
2018-02-15,Parkdale,350
2018-02-15,Peace Bridge,138
2018-02-15,River Walk,230
2018-02-15,South Glenmore,52
2018-02-15,Wetlands,0
2018-02-16,10 Street North of 5 Ave NW,186
2018-02-16,12 Ave West of 2 St SW,264
2018-02-16,12 Ave West of 3 St SE,92
2018-02-16,12 Ave West of 8 St SW,228
2018-02-16,5 Street North of 10 Ave SW,0
2018-02-16,5 Street North of 15 Ave SW,160
2018-02-16,5 Street North of 5 Ave SW,274
2018-02-16,7 Street South of 3 Ave SW,176
2018-02-16,8 Ave West of 3 Street SW,404
2018-02-16,8 Ave West of 8 St SW,0
2018-02-16,9 Ave West of 4 Street SE,50
2018-02-16,Bow River Pathway,220
2018-02-16,Edmonton Tr North of Memorial Dr,64
2018-02-16,Inglewood Bird Sanctuary,14
2018-02-16,Lindsay Park,44
2018-02-16,Memorial Drive at 19 St NW,366
2018-02-16,Memorial Drive at Prince's Island,62
2018-02-16,North Glenmore,10
2018-02-16,Nose Creek,62
2018-02-16,Parkdale,308
2018-02-16,Peace Bridge,96
2018-02-16,River Walk,176
2018-02-16,South Glenmore,42
2018-02-16,Wetlands,0
2018-02-17,10 Street North of 5 Ave NW,198
2018-02-17,12 Ave West of 2 St SW,28
2018-02-17,12 Ave West of 3 St SE,22
2018-02-17,12 Ave West of 8 St SW,56
2018-02-17,5 Street North of 10 Ave SW,0
2018-02-17,5 Street North of 15 Ave SW,44
2018-02-17,5 Street North of 5 Ave SW,44
2018-02-17,7 Street South of 3 Ave SW,52
2018-02-17,8 Ave West of 3 Street SW,74
2018-02-17,8 Ave West of 8 St SW,0
2018-02-17,9 Ave West of 4 Street SE,22
2018-02-17,Bow River Pathway,38
2018-02-17,Edmonton Tr North of Memorial Dr,10
2018-02-17,Inglewood Bird Sanctuary,2
2018-02-17,Lindsay Park,10
2018-02-17,Memorial Drive at 19 St NW,44
2018-02-17,Memorial Drive at Prince's Island,20
2018-02-17,North Glenmore,8
2018-02-17,Nose Creek,14
2018-02-17,Parkdale,44
2018-02-17,Peace Bridge,36
2018-02-17,River Walk,32
2018-02-17,South Glenmore,28
2018-02-17,Wetlands,0
2018-02-18,10 Street North of 5 Ave NW,12
2018-02-18,12 Ave West of 2 St SW,26
2018-02-18,12 Ave West of 3 St SE,12
2018-02-18,12 Ave West of 8 St SW,38
2018-02-18,5 Street North of 10 Ave SW,0
2018-02-18,5 Street North of 15 Ave SW,42
2018-02-18,5 Street North of 5 Ave SW,26
2018-02-18,7 Street South of 3 Ave SW,16
2018-02-18,8 Ave West of 3 Street SW,52
2018-02-18,8 Ave West of 8 St SW,0
2018-02-18,9 Ave West of 4 Street SE,16
2018-02-18,Bow River Pathway,26
2018-02-18,Edmonton Tr North of Memorial Dr,16
2018-02-18,Inglewood Bird Sanctuary,4
2018-02-18,Lindsay Park,10
2018-02-18,Memorial Drive at 19 St NW,44
2018-02-18,Memorial Drive at Prince's Island,20
2018-02-18,North Glenmore,0
2018-02-18,Nose Creek,4
2018-02-18,Parkdale,22
2018-02-18,Peace Bridge,26
2018-02-18,River Walk,20
2018-02-18,South Glenmore,10
2018-02-18,Wetlands,0
2018-02-19,10 Street North of 5 Ave NW,30
2018-02-19,12 Ave West of 2 St SW,30
2018-02-19,12 Ave West of 3 St SE,26
2018-02-19,12 Ave West of 8 St SW,46
2018-02-19,5 Street North of 10 Ave SW,0
2018-02-19,5 Street North of 15 Ave SW,56
2018-02-19,5 Street North of 5 Ave SW,34
2018-02-19,7 Street South of 3 Ave SW,22
2018-02-19,8 Ave West of 3 Street SW,54
2018-02-19,8 Ave West of 8 St SW,0
2018-02-19,9 Ave West of 4 Street SE,12
2018-02-19,Bow River Pathway,54
2018-02-19,Edmonton Tr North of Memorial Dr,6
2018-02-19,Inglewood Bird Sanctuary,0
2018-02-19,Lindsay Park,14
2018-02-19,Memorial Drive at 19 St NW,84
2018-02-19,Memorial Drive at Prince's Island,24
2018-02-19,North Glenmore,24
2018-02-19,Nose Creek,18
2018-02-19,Parkdale,80
2018-02-19,Peace Bridge,44
2018-02-19,River Walk,62
2018-02-19,South Glenmore,16
2018-02-19,Wetlands,0
2018-02-20,10 Street North of 5 Ave NW,98
2018-02-20,12 Ave West of 2 St SW,166
2018-02-20,12 Ave West of 3 St SE,86
2018-02-20,12 Ave West of 8 St SW,194
2018-02-20,5 Street North of 10 Ave SW,0
2018-02-20,5 Street North of 15 Ave SW,174
2018-02-20,5 Street North of 5 Ave SW,348
2018-02-20,7 Street South of 3 Ave SW,216
2018-02-20,8 Ave West of 3 Street SW,402
2018-02-20,8 Ave West of 8 St SW,0
2018-02-20,9 Ave West of 4 Street SE,54
2018-02-20,Bow River Pathway,322
2018-02-20,Edmonton Tr North of Memorial Dr,42
2018-02-20,Inglewood Bird Sanctuary,36
2018-02-20,Lindsay Park,38
2018-02-20,Memorial Drive at 19 St NW,562
2018-02-20,Memorial Drive at Prince's Island,84
2018-02-20,North Glenmore,4
2018-02-20,Nose Creek,82
2018-02-20,Parkdale,354
2018-02-20,Peace Bridge,162
2018-02-20,River Walk,218
2018-02-20,South Glenmore,38
2018-02-20,Wetlands,0
2018-02-21,10 Street North of 5 Ave NW,120
2018-02-21,12 Ave West of 2 St SW,176
2018-02-21,12 Ave West of 3 St SE,110
2018-02-21,12 Ave West of 8 St SW,180
2018-02-21,5 Street North of 10 Ave SW,0
2018-02-21,5 Street North of 15 Ave SW,154
2018-02-21,5 Street North of 5 Ave SW,316
2018-02-21,7 Street South of 3 Ave SW,228
2018-02-21,8 Ave West of 3 Street SW,452
2018-02-21,8 Ave West of 8 St SW,0
2018-02-21,9 Ave West of 4 Street SE,68
2018-02-21,Bow River Pathway,322
2018-02-21,Edmonton Tr North of Memorial Dr,56
2018-02-21,Inglewood Bird Sanctuary,46
2018-02-21,Lindsay Park,22
2018-02-21,Memorial Drive at 19 St NW,486
2018-02-21,Memorial Drive at Prince's Island,82
2018-02-21,North Glenmore,18
2018-02-21,Nose Creek,92
2018-02-21,Parkdale,338
2018-02-21,Peace Bridge,148
2018-02-21,River Walk,254
2018-02-21,South Glenmore,52
2018-02-21,Wetlands,0
2018-02-22,10 Street North of 5 Ave NW,138
2018-02-22,12 Ave West of 2 St SW,248
2018-02-22,12 Ave West of 3 St SE,116
2018-02-22,12 Ave West of 8 St SW,204
2018-02-22,5 Street North of 10 Ave SW,0
2018-02-22,5 Street North of 15 Ave SW,174
2018-02-22,5 Street North of 5 Ave SW,344
2018-02-22,7 Street South of 3 Ave SW,240
2018-02-22,8 Ave West of 3 Street SW,486
2018-02-22,8 Ave West of 8 St SW,0
2018-02-22,9 Ave West of 4 Street SE,60
2018-02-22,Bow River Pathway,336
2018-02-22,Edmonton Tr North of Memorial Dr,56
